metric_id,line_id,equipment_id,report_date,event_time,equipment_status,pcb_barcode_reading,planned_production_minutes,downtime_minutes,operating_time_minutes,ideal_cycle_time_seconds,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count
MET-EQ-SMT-L01-MNT01-20260718-17,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T17:00:00+08:00,RUNNING,5182,60,2,58,2.4,1404,1400,4,0.9667,0.9687,0.9976,0.9342,0
MET-EQ-SMT-L01-MNT01-20260718-18,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T18:00:00+08:00,RUNNING,5182,60,1,59,2.4,1375,1359,16,0.9833,0.9324,0.9884,0.9062,0
MET-EQ-SMT-L01-MNT01-20260718-19,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T19:00:00+08:00,FAULT,22120,60,49,11,2.4,251,249,2,0.1833,0.9143,0.9958,0.1669,1
MET-EQ-SMT-L01-MNT01-20260718-20,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T20:00:00+08:00,RUNNING,8234,60,4,56,2.4,1320,1304,16,0.9333,0.9433,0.9883,0.8701,0
MET-EQ-SMT-L01-MNT01-20260718-21,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T21:00:00+08:00,RUNNING,3621,60,1,59,2.4,1346,1337,9,0.9833,0.9131,0.9937,0.8922,0
MET-EQ-SMT-L01-MNT01-20260718-22,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T22:00:00+08:00,FAULT,19178,60,47,13,2.4,297,294,3,0.2167,0.9155,0.9911,0.1966,1
MET-EQ-SMT-L01-MNT01-20260718-23,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-18,2026-07-18T23:00:00+08:00,RUNNING,208,60,3,57,2.4,1377,1374,3,0.95,0.9667,0.9983,0.9168,0
MET-EQ-SMT-L01-MNT01-20260719-00,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,9077,60,1,59,2.4,1431,1427,4,0.9833,0.9702,0.9974,0.9515,0
MET-EQ-SMT-L01-MNT01-20260719-01,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T01:00:00+08:00,FAULT,49012,60,47,13,2.4,298,294,4,0.2167,0.9179,0.9885,0.1966,1
MET-EQ-SMT-L01-MNT01-20260719-02,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,9451,60,3,57,2.4,1389,1379,10,0.95,0.9749,0.9935,0.9201,0
MET-EQ-SMT-L01-MNT01-20260719-03,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,5002,60,2,58,2.4,1327,1323,4,0.9667,0.9152,0.9973,0.8823,0
MET-EQ-SMT-L01-MNT01-20260719-04,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T04:00:00+08:00,FAULT,46301,60,48,12,2.4,261,258,3,0.2,0.8713,0.9909,0.1727,1
MET-EQ-SMT-L01-MNT01-20260719-05,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,8576,60,4,56,2.4,1299,1294,5,0.9333,0.9281,0.9963,0.863,0
MET-EQ-SMT-L01-MNT01-20260719-06,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,1024,60,3,57,2.4,1303,1290,13,0.95,0.9149,0.9905,0.8609,0
MET-EQ-SMT-L01-MNT01-20260719-07,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T07:00:00+08:00,FAULT,40093,60,47,13,2.4,291,289,2,0.2167,0.8971,0.9953,0.1935,1
MET-EQ-SMT-L01-MNT01-20260719-08,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,9084,60,1,59,2.4,1391,1382,9,0.9833,0.9433,0.9937,0.9217,0
MET-EQ-SMT-L01-MNT01-20260719-09,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,8269,60,4,56,2.4,1293,1290,3,0.9333,0.9236,0.9982,0.8604,0
MET-EQ-SMT-L01-MNT01-20260719-10,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T10:00:00+08:00,FAULT,21644,60,47,13,2.4,285,284,1,0.2167,0.8795,0.9977,0.1901,1
MET-EQ-SMT-L01-MNT01-20260719-11,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T11:00:00+08:00,RUNNING,6239,60,3,57,2.4,1306,1297,9,0.95,0.9168,0.9938,0.8656,0
MET-EQ-SMT-L01-MNT01-20260719-12,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T12:00:00+08:00,RUNNING,8475,60,4,56,2.4,1302,1287,15,0.9333,0.9306,0.9887,0.8587,0
MET-EQ-SMT-L01-MNT01-20260719-13,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T13:00:00+08:00,FAULT,22212,60,49,11,2.4,248,246,2,0.1833,0.9026,0.9923,0.1642,1
MET-EQ-SMT-L01-MNT01-20260719-14,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T14:00:00+08:00,RUNNING,29,60,2,58,2.4,1334,1325,9,0.9667,0.9201,0.994,0.8841,0
MET-EQ-SMT-L01-MNT01-20260719-15,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T15:00:00+08:00,RUNNING,1896,60,3,57,2.4,1358,1353,5,0.95,0.9532,0.9966,0.9025,0
MET-EQ-SMT-L01-MNT01-20260719-16,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T16:00:00+08:00,FAULT,59550,60,43,17,2.4,367,364,3,0.2833,0.8643,0.9928,0.2431,1
MET-EQ-SMT-L01-MNT01-20260719-17,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T17:00:00+08:00,RUNNING,5410,60,1,59,2.4,1349,1337,12,0.9833,0.9149,0.9912,0.8917,0
MET-EQ-SMT-L01-MNT01-20260719-18,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T18:00:00+08:00,RUNNING,7793,60,2,58,2.4,1351,1336,15,0.9667,0.9319,0.9895,0.8914,0
MET-EQ-SMT-L01-MNT01-20260719-19,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T19:00:00+08:00,FAULT,51308,60,45,15,2.4,328,324,4,0.25,0.876,0.9904,0.2169,1
MET-EQ-SMT-L01-MNT01-20260719-20,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T20:00:00+08:00,RUNNING,5087,60,3,57,2.4,1345,1337,8,0.95,0.9442,0.9943,0.8919,0
MET-EQ-SMT-L01-MNT01-20260719-21,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T21:00:00+08:00,RUNNING,4465,60,2,58,2.4,1361,1352,9,0.9667,0.9393,0.9938,0.9024,0
MET-EQ-SMT-L01-MNT01-20260719-22,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T22:00:00+08:00,FAULT,12788,60,43,17,2.4,382,377,5,0.2833,0.8999,0.9888,0.2521,1
MET-EQ-SMT-L01-MNT01-20260719-23,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19,2026-07-19T23:00:00+08:00,RUNNING,5384,60,4,56,2.4,1280,1268,12,0.9333,0.9143,0.9912,0.8458,0
MET-EQ-SMT-L01-MNT01-20260720-00,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T00:00:00+08:00,RUNNING,1101,60,2,58,2.4,1386,1377,9,0.9667,0.9563,0.9936,0.9185,0
MET-EQ-SMT-L01-MNT01-20260720-01,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T01:00:00+08:00,FAULT,64882,60,49,11,2.4,244,243,1,0.1833,0.8906,0.9962,0.1626,1
MET-EQ-SMT-L01-MNT01-20260720-02,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T02:00:00+08:00,RUNNING,1734,60,4,56,2.4,1345,1340,5,0.9333,0.9611,0.9963,0.8937,0
MET-EQ-SMT-L01-MNT01-20260720-03,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T03:00:00+08:00,RUNNING,6295,60,1,59,2.4,1419,1416,3,0.9833,0.9623,0.9981,0.9444,0
MET-EQ-SMT-L01-MNT01-20260720-04,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T04:00:00+08:00,FAULT,49723,60,44,16,2.4,367,362,5,0.2667,0.9194,0.9885,0.2424,1
MET-EQ-SMT-L01-MNT01-20260720-05,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T05:00:00+08:00,RUNNING,6101,60,3,57,2.4,1367,1351,16,0.95,0.9597,0.9886,0.9013,0
MET-EQ-SMT-L01-MNT01-20260720-06,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T06:00:00+08:00,RUNNING,3827,60,4,56,2.4,1341,1325,16,0.9333,0.9584,0.9888,0.8845,0
MET-EQ-SMT-L01-MNT01-20260720-07,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T07:00:00+08:00,FAULT,32262,60,46,14,2.4,308,307,1,0.2333,0.8803,0.9979,0.2049,1
MET-EQ-SMT-L01-MNT01-20260720-08,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T08:00:00+08:00,RUNNING,7124,60,2,58,2.4,1367,1361,6,0.9667,0.9429,0.9957,0.9076,0
MET-EQ-SMT-L01-MNT01-20260720-09,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T09:00:00+08:00,RUNNING,487,60,3,57,2.4,1331,1320,11,0.95,0.9347,0.9918,0.8807,0
MET-EQ-SMT-L01-MNT01-20260720-10,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T10:00:00+08:00,FAULT,19867,60,43,17,2.4,367,365,2,0.2833,0.8638,0.9972,0.244,1
MET-EQ-SMT-L01-MNT01-20260720-11,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T11:00:00+08:00,RUNNING,6915,60,2,58,2.4,1381,1371,10,0.9667,0.9531,0.9933,0.9152,0
MET-EQ-SMT-L01-MNT01-20260720-12,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T12:00:00+08:00,RUNNING,6584,60,1,59,2.4,1355,1343,12,0.9833,0.9187,0.9916,0.8958,0
MET-EQ-SMT-L01-MNT01-20260720-13,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T13:00:00+08:00,FAULT,50217,60,45,15,2.4,338,335,3,0.25,0.9015,0.9931,0.2238,1
MET-EQ-SMT-L01-MNT01-20260720-14,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T14:00:00+08:00,RUNNING,9015,60,3,57,2.4,1362,1352,10,0.95,0.9559,0.9931,0.9018,0
MET-EQ-SMT-L01-MNT01-20260720-15,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T15:00:00+08:00,RUNNING,821,60,2,58,2.4,1390,1379,11,0.9667,0.9591,0.9923,0.92,0
MET-EQ-SMT-L01-MNT01-20260720-16,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T16:00:00+08:00,FAULT,30188,60,44,16,2.4,359,356,3,0.2667,0.8977,0.993,0.2377,1
MET-EQ-SMT-L01-MNT01-20260720-17,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T17:00:00+08:00,RUNNING,4829,60,4,56,2.4,1279,1275,4,0.9333,0.9137,0.9975,0.8506,0
MET-EQ-SMT-L01-MNT01-20260720-18,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T18:00:00+08:00,RUNNING,4923,60,3,57,2.4,1297,1281,16,0.95,0.9104,0.9884,0.8548,0
MET-EQ-SMT-L01-MNT01-20260720-19,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T19:00:00+08:00,FAULT,61653,60,46,14,2.4,312,311,1,0.2333,0.892,0.9968,0.2074,1
MET-EQ-SMT-L01-MNT01-20260720-20,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T20:00:00+08:00,RUNNING,9473,60,2,58,2.4,1416,1402,14,0.9667,0.977,0.9902,0.9352,0
MET-EQ-SMT-L01-MNT01-20260720-21,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T21:00:00+08:00,RUNNING,1343,60,3,57,2.4,1315,1307,8,0.95,0.9232,0.9941,0.8719,0
MET-EQ-SMT-L01-MNT01-20260720-22,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T22:00:00+08:00,FAULT,50469,60,43,17,2.4,378,374,4,0.2833,0.8904,0.9903,0.2498,1
MET-EQ-SMT-L01-MNT01-20260720-23,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20,2026-07-20T23:00:00+08:00,RUNNING,3699,60,1,59,2.4,1433,1421,12,0.9833,0.9722,0.9921,0.9484,0
MET-EQ-SMT-L01-MNT01-20260721-00,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T00:00:00+08:00,RUNNING,5325,60,3,57,2.4,1365,1350,15,0.95,0.9584,0.9891,0.9006,0
MET-EQ-SMT-L01-MNT01-20260721-01,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T01:00:00+08:00,FAULT,63224,60,50,10,2.4,226,225,1,0.1667,0.9056,0.9961,0.1504,1
MET-EQ-SMT-L01-MNT01-20260721-02,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T02:00:00+08:00,RUNNING,2312,60,1,59,2.4,1352,1349,3,0.9833,0.9168,0.9981,0.8998,0
MET-EQ-SMT-L01-MNT01-20260721-03,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T03:00:00+08:00,RUNNING,4281,60,4,56,2.4,1353,1351,2,0.9333,0.9669,0.999,0.9015,0
MET-EQ-SMT-L01-MNT01-20260721-04,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T04:00:00+08:00,FAULT,50989,60,47,13,2.4,285,284,1,0.2167,0.8782,0.9983,0.19,1
MET-EQ-SMT-L01-MNT01-20260721-05,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T05:00:00+08:00,RUNNING,4910,60,2,58,2.4,1343,1339,4,0.9667,0.9268,0.9971,0.8933,0
MET-EQ-SMT-L01-MNT01-20260721-06,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T06:00:00+08:00,RUNNING,8909,60,1,59,2.4,1397,1392,5,0.9833,0.9475,0.9968,0.9287,0
MET-EQ-SMT-L01-MNT01-20260721-07,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T07:00:00+08:00,FAULT,32842,60,46,14,2.4,315,312,3,0.2333,0.9013,0.9929,0.2088,1
MET-EQ-SMT-L01-MNT01-20260721-08,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T08:00:00+08:00,RUNNING,1335,60,3,57,2.4,1388,1373,15,0.95,0.9747,0.9896,0.9163,0
MET-EQ-SMT-L01-MNT01-20260721-09,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T09:00:00+08:00,RUNNING,5505,60,2,58,2.4,1346,1341,5,0.9667,0.9289,0.9968,0.8951,0
MET-EQ-SMT-L01-MNT01-20260721-10,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T10:00:00+08:00,FAULT,35018,60,43,17,2.4,376,375,1,0.2833,0.885,0.9974,0.2501,1
MET-EQ-SMT-L01-MNT01-20260721-11,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T11:00:00+08:00,RUNNING,1987,60,1,59,2.4,1348,1342,6,0.9833,0.9141,0.9958,0.8951,0
MET-EQ-SMT-L01-MNT01-20260721-12,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T12:00:00+08:00,RUNNING,5661,60,2,58,2.4,1373,1366,7,0.9667,0.9472,0.9955,0.9115,0
MET-EQ-SMT-L01-MNT01-20260721-13,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T13:00:00+08:00,FAULT,15790,60,49,11,2.4,251,248,3,0.1833,0.914,0.99,0.1659,1
MET-EQ-SMT-L01-MNT01-20260721-14,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T14:00:00+08:00,RUNNING,70,60,4,56,2.4,1339,1327,12,0.9333,0.9567,0.9916,0.8854,0
MET-EQ-SMT-L01-MNT01-20260721-15,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T15:00:00+08:00,RUNNING,4836,60,1,59,2.4,1346,1343,3,0.9833,0.9126,0.9983,0.8958,0
MET-EQ-SMT-L01-MNT01-20260721-16,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T16:00:00+08:00,FAULT,28413,60,48,12,2.4,275,272,3,0.2,0.9185,0.9924,0.1823,1
MET-EQ-SMT-L01-MNT01-20260721-17,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T17:00:00+08:00,RUNNING,3040,60,3,57,2.4,1333,1327,6,0.95,0.9357,0.9955,0.8849,0
MET-EQ-SMT-L01-MNT01-20260721-18,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T18:00:00+08:00,RUNNING,3557,60,4,56,2.4,1319,1313,6,0.9333,0.9428,0.9957,0.8761,0
MET-EQ-SMT-L01-MNT01-20260721-19,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T19:00:00+08:00,FAULT,39046,60,42,18,2.4,409,407,2,0.3,0.9109,0.9975,0.2726,1
MET-EQ-SMT-L01-MNT01-20260721-20,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T20:00:00+08:00,RUNNING,1546,60,1,59,2.4,1353,1344,9,0.9833,0.9177,0.994,0.897,0
MET-EQ-SMT-L01-MNT01-20260721-21,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T21:00:00+08:00,RUNNING,4013,60,4,56,2.4,1344,1329,15,0.9333,0.9601,0.9893,0.8865,0
MET-EQ-SMT-L01-MNT01-20260721-22,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T22:00:00+08:00,FAULT,44034,60,45,15,2.4,336,332,4,0.25,0.8986,0.9904,0.2225,1
MET-EQ-SMT-L01-MNT01-20260721-23,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21,2026-07-21T23:00:00+08:00,RUNNING,3355,60,2,58,2.4,1337,1333,4,0.9667,0.9224,0.9977,0.8896,0
MET-EQ-SMT-L01-PRN01-20260714-00,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T00:00:00+08:00,RUNNING,,60,3,57,3.4,985,979,6,0.95,0.9799,0.9944,0.9257,0
MET-EQ-SMT-L01-PRN01-20260714-01,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T01:00:00+08:00,RUNNING,,60,2,58,3.4,936,927,9,0.9667,0.9147,0.9905,0.8758,0
MET-EQ-SMT-L01-PRN01-20260714-02,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T02:00:00+08:00,RUNNING,,60,1,59,3.4,976,968,8,0.9833,0.9383,0.9924,0.9156,0
MET-EQ-SMT-L01-PRN01-20260714-03,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T03:00:00+08:00,RUNNING,,60,4,56,3.4,907,900,7,0.9333,0.9185,0.9933,0.8515,0
MET-EQ-SMT-L01-PRN01-20260714-04,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T04:00:00+08:00,RUNNING,,60,3,57,3.4,958,950,8,0.95,0.9527,0.9926,0.8984,0
MET-EQ-SMT-L01-PRN01-20260714-05,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T05:00:00+08:00,RUNNING,,60,2,58,3.4,970,961,9,0.9667,0.9484,0.9914,0.9089,0
MET-EQ-SMT-L01-PRN01-20260714-06,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T06:00:00+08:00,RUNNING,,60,1,59,3.4,1009,1000,9,0.9833,0.9691,0.9911,0.9444,0
MET-EQ-SMT-L01-PRN01-20260714-07,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T07:00:00+08:00,RUNNING,,60,4,56,3.4,968,966,2,0.9333,0.9797,0.9982,0.9127,0
MET-EQ-SMT-L01-PRN01-20260714-08,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T08:00:00+08:00,FAULT,,60,19,41,3.4,670,666,4,0.6833,0.9263,0.9949,0.6297,1
MET-EQ-SMT-L01-PRN01-20260714-09,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T09:00:00+08:00,RUNNING,,60,2,58,3.4,972,963,9,0.9667,0.9504,0.9911,0.9106,0
MET-EQ-SMT-L01-PRN01-20260714-10,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T10:00:00+08:00,RUNNING,,60,4,56,3.4,959,957,2,0.9333,0.9712,0.9987,0.9052,0
MET-EQ-SMT-L01-PRN01-20260714-11,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T11:00:00+08:00,RUNNING,,60,1,59,3.4,985,982,3,0.9833,0.9461,0.9971,0.9276,0
MET-EQ-SMT-L01-PRN01-20260714-12,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T12:00:00+08:00,RUNNING,,60,2,58,3.4,1002,998,4,0.9667,0.9792,0.9968,0.9436,0
MET-EQ-SMT-L01-PRN01-20260714-13,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T13:00:00+08:00,RUNNING,,60,3,57,3.4,940,931,9,0.95,0.935,0.9913,0.8805,0
MET-EQ-SMT-L01-PRN01-20260714-14,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T14:00:00+08:00,RUNNING,,60,4,56,3.4,907,900,7,0.9333,0.9187,0.9929,0.8513,0
MET-EQ-SMT-L01-PRN01-20260714-15,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T15:00:00+08:00,RUNNING,,60,1,59,3.4,983,971,12,0.9833,0.9447,0.9886,0.9183,0
MET-EQ-SMT-L01-PRN01-20260714-16,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T16:00:00+08:00,RUNNING,,60,2,58,3.4,962,955,7,0.9667,0.9403,0.9937,0.9033,0
MET-EQ-SMT-L01-PRN01-20260714-17,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T17:00:00+08:00,RUNNING,,60,3,57,3.4,973,969,4,0.95,0.9678,0.9968,0.9165,0
MET-EQ-SMT-L01-PRN01-20260714-18,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T18:00:00+08:00,RUNNING,,60,4,56,3.4,963,960,3,0.9333,0.9748,0.997,0.9071,0
MET-EQ-SMT-L01-PRN01-20260714-19,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T19:00:00+08:00,RUNNING,,60,1,59,3.4,969,967,2,0.9833,0.9315,0.9988,0.9148,0
MET-EQ-SMT-L01-PRN01-20260714-20,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T20:00:00+08:00,RUNNING,,60,1,59,3.4,988,983,5,0.9833,0.9498,0.9953,0.9295,0
MET-EQ-SMT-L01-PRN01-20260714-21,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T21:00:00+08:00,RUNNING,,60,4,56,3.4,911,902,9,0.9333,0.9222,0.9906,0.8526,0
MET-EQ-SMT-L01-PRN01-20260714-22,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T22:00:00+08:00,RUNNING,,60,3,57,3.4,922,914,8,0.95,0.9171,0.9917,0.864,0
MET-EQ-SMT-L01-PRN01-20260714-23,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-14,2026-07-14T23:00:00+08:00,RUNNING,,60,2,58,3.4,976,964,12,0.9667,0.9544,0.988,0.9115,0
MET-EQ-SMT-L01-PRN01-20260715-00,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T00:00:00+08:00,RUNNING,,60,2,58,3.4,1000,998,2,0.9667,0.9778,0.9989,0.9442,0
MET-EQ-SMT-L01-PRN01-20260715-01,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T01:00:00+08:00,RUNNING,,60,3,57,3.4,972,962,10,0.95,0.9672,0.9905,0.9101,0
MET-EQ-SMT-L01-PRN01-20260715-02,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T02:00:00+08:00,RUNNING,,60,4,56,3.4,901,892,9,0.9333,0.9127,0.9906,0.8438,0
MET-EQ-SMT-L01-PRN01-20260715-03,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T03:00:00+08:00,RUNNING,,60,1,59,3.4,951,943,8,0.9833,0.9139,0.9924,0.8918,0
MET-EQ-SMT-L01-PRN01-20260715-04,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T04:00:00+08:00,RUNNING,,60,2,58,3.4,952,946,6,0.9667,0.9308,0.9938,0.8942,0
MET-EQ-SMT-L01-PRN01-20260715-05,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T05:00:00+08:00,RUNNING,,60,3,57,3.4,916,910,6,0.95,0.9112,0.9939,0.8604,0
MET-EQ-SMT-L01-PRN01-20260715-06,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T06:00:00+08:00,RUNNING,,60,4,56,3.4,968,962,6,0.9333,0.9799,0.9941,0.9091,0
MET-EQ-SMT-L01-PRN01-20260715-07,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T07:00:00+08:00,RUNNING,,60,1,59,3.4,994,986,8,0.9833,0.9553,0.9922,0.932,0
MET-EQ-SMT-L01-PRN01-20260715-08,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T08:00:00+08:00,RUNNING,,60,2,58,3.4,987,977,10,0.9667,0.9644,0.99,0.923,0
MET-EQ-SMT-L01-PRN01-20260715-09,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T09:00:00+08:00,RUNNING,,60,3,57,3.4,961,958,3,0.95,0.9562,0.9972,0.9058,0
MET-EQ-SMT-L01-PRN01-20260715-10,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T10:00:00+08:00,RUNNING,,60,3,57,3.4,952,950,2,0.95,0.9465,0.9985,0.8978,0
MET-EQ-SMT-L01-PRN01-20260715-11,PL-SMT-01,EQ-SMT-L01-PRN01,2026-07-15,2026-07-15T11:00:00+08:00,RUNNING,,60,2,58,3.4,936,930,6,0.9667,0.9152,0.9946,0.8799,0
